,index,device,datetime,call
67,287,LM3,2020-04-19 08:53:02.330,Lagmut_call1
68,303,LM3,2020-04-20 05:39:55.801,Lagmut_call3
69,304,LM3,2020-04-20 05:40:00.688,Lagmut_call2
70,305,LM2,2020-04-20 05:41:44.218,Lagmut_call3
71,306,LM2,2020-04-20 05:41:52.921,Lagmut_call2
72,307,LM2,2020-04-20 05:52:04.250,Lagmut_call4
73,308,LM2,2020-04-20 05:52:06.064,Lagmut_call4
74,309,LM2,2020-04-20 05:53:20.025,Lagmut_call3
75,310,LM3,2020-04-20 05:54:34.564,Lagmut_call2
76,311,LM3,2020-04-20 05:54:46.682,Lagmut_call2
77,312,LM3,2020-04-20 05:55:24.548,Lagmut_call2
78,313,LM3,2020-04-20 05:55:48.655,Lagmut_call1
79,314,LM3,2020-04-20 05:55:59.130,Lagmut_call4
80,398,LM3,2020-04-21 06:32:37.295,Lagmut_call1
81,399,LM3,2020-04-21 06:33:22.202,Lagmut_call2
82,400,LM3,2020-04-21 06:33:24.484,Lagmut_call2
83,401,LM3,2020-04-21 06:33:54.009,Lagmut_call1
84,402,LM2,2020-04-21 06:33:54.180,Lagmut_call1
85,403,LM3,2020-04-21 06:34:32.944,Lagmut_call2
86,404,LM3,2020-04-21 06:36:18.757,Lagmut_call1
87,405,LM2,2020-04-21 06:36:18.949,Lagmut_call1
88,406,LM2,2020-04-21 06:40:35.460,Lagmut_call2
89,407,LM3,2020-04-21 06:44:12.634,Lagmut_call1
90,408,LM3,2020-04-21 06:45:06.458,Lagmut_call3
91,409,LM3,2020-04-21 06:45:27.344,Lagmut_call2
92,410,LM3,2020-04-21 06:45:29.413,Lagmut_call2
93,411,LM2,2020-04-21 06:47:46.756,Lagmut_call3
94,412,LM2,2020-04-21 06:47:58.768,Lagmut_call2
95,413,LM2,2020-04-21 06:48:00.581,Lagmut_call2
96,414,LM2,2020-04-21 06:48:10.053,Lagmut_call2
97,437,LM3,2020-04-21 09:12:54.810,Lagmut_call1
98,438,LM2,2020-04-21 09:12:54.960,Lagmut_call2
99,439,LM3,2020-04-21 09:12:56.601,Lagmut_call1
100,440,LM3,2020-04-21 09:13:07.290,Lagmut_call1
101,441,LM3,2020-04-21 09:13:22.629,Lagmut_call1
102,442,LM3,2020-04-21 09:13:35.088,Lagmut_call1
103,443,LM3,2020-04-21 09:14:03.524,Lagmut_call1
104,444,LM3,2020-04-21 09:14:26.032,Lagmut_call1
105,478,LM2,2020-04-22 08:42:59.716,Lagmut_call2
106,479,LM1,2020-04-22 08:43:41.375,Lagmut_call2
107,480,LM3,2020-04-22 08:44:37.423,Lagmut_call2
108,485,LM3,2020-04-22 09:53:05.456,Lagmut_2calls_1-1
109,486,LM3,2020-04-22 09:53:07.503,Lagmut_call4
110,487,LM2,2020-04-22 09:54:41.945,Lagmut_call2
111,488,LM2,2020-04-22 09:54:43.737,Lagmut_call2
112,489,LM2,2020-04-23 05:23:18.725,Lagmut_call3
113,491,LM1,2020-04-23 05:26:20.957,Lagmut_call3
114,492,LM2,2020-04-23 05:30:28.762,Lagmut_call3
115,493,LM2,2020-04-23 05:30:59.631,Lagmut_call2
116,494,LM2,2020-04-23 05:31:01.423,Lagmut_call2
117,495,LM2,2020-04-23 05:31:22.053,Lagmut_call2
118,496,LM2,2020-04-23 05:31:23.865,Lagmut_call2
119,499,LM1,2020-04-23 05:32:15.153,Lagmut_call2
120,500,LM2,2020-04-23 05:33:06.969,Lagmut_call4
121,501,LM2,2020-04-23 05:33:08.784,Lagmut_call4
122,502,LM3,2020-04-23 05:37:55.396,Lagmut_call1
123,503,LM3,2020-04-23 05:38:20.164,Lagmut_call1
124,504,LM3,2020-04-23 05:38:22.576,Lagmut_call1
125,505,LM3,2020-04-23 05:38:48.944,Lagmut_call3
126,506,LM2,2020-04-23 05:38:58.756,Lagmut_call3
127,507,LM2,2020-04-23 05:39:09.294,Lagmut_call2
128,508,LM2,2020-04-23 05:39:22.841,Lagmut_call2
129,509,LM2,2020-04-23 05:40:57.433,Lagmut_call4
130,510,LM2,2020-04-23 05:40:59.246,Lagmut_call4
131,546,LM3,2020-04-24 05:41:03.632,Lagmut_call1
132,547,LM3,2020-04-24 05:41:50.478,Lagmut_call2
133,548,LM3,2020-04-24 05:42:03.749,Lagmut_call1
134,549,LM3,2020-04-24 05:42:14.928,Lagmut_call1
135,550,LM3,2020-04-24 05:42:48.015,Lagmut_call2
136,551,LM3,2020-04-24 05:42:49.871,Lagmut_call2
137,552,LM3,2020-04-24 05:43:07.344,Lagmut_call1
138,553,LM3,2020-04-24 05:43:09.157,Lagmut_call1
139,554,LM3,2020-04-24 05:43:13.146,Lagmut_call1
140,555,LM3,2020-04-24 05:43:22.512,Lagmut_call1
141,556,LM3,2020-04-24 05:43:43.737,Lagmut_call2
142,557,LM3,2020-04-24 05:43:51.759,Lagmut_call1
143,558,LM3,2020-04-24 05:44:13.903,Lagmut_call4
144,559,LM3,2020-04-24 05:44:31.225,Lagmut_call1
145,560,LM2,2020-04-24 05:44:56.335,Lagmut_call3
146,561,LM3,2020-04-24 05:44:56.463,Lagmut_call2
147,562,LM3,2020-04-24 05:48:30.608,Lagmut_call2
148,563,LM3,2020-04-24 05:48:32.719,Lagmut_2calls_1-3
149,564,LM2,2020-04-24 05:48:45.753,Lagmut_call1
150,565,LM3,2020-04-24 05:49:24.474,Lagmut_call4
151,566,LM3,2020-04-24 05:49:42.052,Lagmut_call2
152,567,LM3,2020-04-24 05:49:57.776,Lagmut_call2
153,568,LM3,2020-04-24 05:49:59.609,Lagmut_call2
154,569,LM3,2020-04-24 05:50:07.120,Lagmut_call2
155,570,LM3,2020-04-24 05:50:19.513,Lagmut_call2
156,571,LM3,2020-04-24 05:50:31.824,Lagmut_call1
157,572,LM3,2020-04-24 05:50:47.332,Lagmut_call2
158,573,LM3,2020-04-24 05:50:49.125,Lagmut_call2
159,574,LM3,2020-04-24 05:51:02.521,Lagmut_call1
160,575,LM3,2020-04-24 05:51:08.560,Lagmut_call1
161,576,LM3,2020-04-24 05:51:16.986,Lagmut_call1
162,577,LM3,2020-04-24 05:51:30.405,Lagmut_2calls_2-2
163,578,LM3,2020-04-24 05:51:42.926,Lagmut_call1
164,579,LM3,2020-04-24 05:51:49.904,Lagmut_call1
165,580,LM3,2020-04-24 05:52:13.369,Lagmut_call2
166,581,LM3,2020-04-24 05:52:31.673,Lagmut_call2
167,582,LM3,2020-04-24 05:52:42.981,Lagmut_call2
168,583,LM2,2020-04-24 06:01:18.649,Lagmut_call2
169,584,LM3,2020-04-24 06:02:38.798,Lagmut_call2
170,585,LM2,2020-04-24 06:03:08.388,Lagmut_call3
171,586,LM2,2020-04-24 06:04:30.457,Lagmut_call2
172,587,LM2,2020-04-24 06:06:10.810,Lagmut_call3
173,588,LM2,2020-04-24 06:06:19.001,Lagmut_call2
174,589,LM2,2020-04-24 06:09:49.369,Lagmut_call3
175,590,LM2,2020-04-24 06:10:02.213,Lagmut_call2
176,591,LM2,2020-04-24 06:10:37.328,Lagmut_2calls_1-4
177,592,LM2,2020-04-24 06:10:39.439,Lagmut_2calls_1-4
178,593,LM2,2020-04-24 06:10:42.960,Lagmut_call1
179,594,LM2,2020-04-24 06:10:59.557,Lagmut_call1
180,595,LM3,2020-04-24 06:11:56.816,Lagmut_call3
181,596,LM3,2020-04-24 06:13:11.973,Lagmut_call1
182,597,LM3,2020-04-24 06:14:34.896,Lagmut_call3
183,618,LM3,2020-04-25 05:48:05.264,Lagmut_call3
184,619,LM3,2020-04-25 05:48:26.789,Lagmut_call2
185,621,LM3,2020-04-25 05:49:48.901,Lagmut_call2
186,622,LM3,2020-04-25 05:49:56.304,Lagmut_2calls_2-3
187,626,LM3,2020-04-25 05:50:48.484,Lagmut_call1
188,627,LM2,2020-04-25 05:51:38.256,Lagmut_call2
189,628,LM3,2020-04-25 05:51:58.350,Lagmut_call2
190,629,LM3,2020-04-25 05:52:30.265,Lagmut_call1
191,630,LM3,2020-04-25 05:52:36.368,Lagmut_2calls_1-1
192,631,LM3,2020-04-25 05:52:39.033,Lagmut_2calls_1-1
193,632,LM3,2020-04-25 05:53:35.737,Lagmut_call2
194,633,LM3,2020-04-25 05:53:46.810,Lagmut_2calls_1-1
195,634,LM3,2020-04-25 05:54:13.326,Lagmut_call1
196,635,LM3,2020-04-25 05:54:17.509,Lagmut_call1
197,636,LM3,2020-04-25 05:54:19.792,Lagmut_2calls_1-1
198,637,LM3,2020-04-25 05:54:22.245,Lagmut_2calls_1-1
199,638,LM3,2020-04-25 05:54:44.281,Lagmut_call1
200,639,LM3,2020-04-25 05:54:53.732,Lagmut_call1
201,640,LM3,2020-04-25 05:55:02.992,Lagmut_call1
202,642,LM3,2020-04-25 05:55:46.320,Lagmut_call1
203,643,LM3,2020-04-25 05:56:06.458,Lagmut_call1
204,644,LM3,2020-04-25 05:56:10.532,Lagmut_call1
205,645,LM2,2020-04-25 05:56:22.437,Lagmut_female
206,646,LM3,2020-04-25 05:56:26.640,Lagmut_call1
207,647,LM2,2020-04-25 05:56:29.669,Lagmut_female
208,648,LM3,2020-04-25 05:56:43.024,Lagmut_female
209,649,LM3,2020-04-25 05:56:45.689,Lagmut_female
210,650,LM3,2020-04-25 05:56:47.481,Lagmut_female
211,651,LM3,2020-04-25 05:56:51.770,Lagmut_female
212,652,LM3,2020-04-25 05:57:49.220,Lagmut_call2
213,653,LM3,2020-04-25 05:58:43.344,Lagmut_call2
214,654,LM3,2020-04-25 05:59:04.527,Lagmut_call2
215,655,LM2,2020-04-25 05:59:50.692,Lagmut_call1
216,656,LM3,2020-04-25 06:00:17.189,Lagmut_call2
217,657,LM3,2020-04-25 06:02:58.021,Lagmut_call1
218,658,LM3,2020-04-25 06:03:10.394,Lagmut_call1
219,659,LM3,2020-04-25 06:03:17.626,Lagmut_call1
220,662,LM2,2020-04-25 06:11:54.874,Lagmut_call1
221,663,LM3,2020-04-25 06:15:26.457,Lagmut_call3
222,664,LM3,2020-04-25 06:15:40.325,Lagmut_call2
223,749,LM2,2020-04-27 06:15:27.833,Lagmut_call3
224,750,LM3,2020-04-27 06:16:30.297,Lagmut_call4
225,751,LM3,2020-04-27 06:17:06.416,Lagmut_call4
226,752,LM3,2020-04-27 06:17:30.905,Lagmut_call2
227,753,LM3,2020-04-27 06:18:17.968,Lagmut_call3
228,754,LM3,2020-04-27 06:18:24.879,Lagmut_call2
229,755,LM2,2020-04-27 06:19:14.800,Lagmut_call4
230,756,LM2,2020-04-27 06:20:00.154,Lagmut_call2
231,757,LM2,2020-04-27 06:20:17.434,Lagmut_2calls_1-1
232,758,LM2,2020-04-27 06:20:33.136,Lagmut_call2
233,759,LM2,2020-04-27 06:20:39.258,Lagmut_call3
234,760,LM2,2020-04-27 06:20:43.652,Lagmut_call3
235,761,LM2,2020-04-27 06:21:14.330,Lagmut_call2
236,762,LM2,2020-04-27 06:21:40.975,Lagmut_call4
237,763,LM3,2020-04-27 06:21:43.237,Lagmut_call2
238,764,LM2,2020-04-27 06:21:54.713,Lagmut_call1
239,765,LM2,2020-04-27 06:22:13.125,Lagmut_call1
240,766,LM2,2020-04-27 06:22:27.481,Lagmut_2calls_1-1
241,767,LM2,2020-04-27 06:22:35.887,Lagmut_call1
242,768,LM2,2020-04-27 06:25:23.780,Lagmut_call2
243,782,LM2,2020-04-27 07:15:33.359,Lagmut_call4
244,783,LM2,2020-04-27 07:16:37.381,Lagmut_call4
245,784,LM2,2020-04-27 07:17:50.405,Lagmut_call3
246,785,LM3,2020-04-27 07:19:26.042,Lagmut_call2
247,786,LM3,2020-04-27 07:19:27.856,Lagmut_call2
248,787,LM3,2020-04-27 07:21:23.972,Lagmut_call1
249,800,LM3,2020-04-28 05:41:28.580,Lagmut_call1
250,801,LM2,2020-04-28 05:45:05.924,Lagmut_call1
251,802,LM2,2020-04-28 05:46:52.954,Lagmut_call3
252,803,LM3,2020-04-28 05:48:49.456,Lagmut_call2
253,805,LM3,2020-04-28 05:50:49.156,Lagmut_call2
254,806,LM3,2020-04-28 05:50:53.573,Lagmut_call2
255,807,LM3,2020-04-28 05:50:55.365,Lagmut_call2
256,808,LM3,2020-04-28 05:51:22.544,Lagmut_call2
257,809,LM3,2020-04-28 05:51:44.345,Lagmut_2calls_2-2
258,810,LM3,2020-04-28 05:51:46.158,Lagmut_2calls_2-2
259,811,LM2,2020-04-28 05:51:56.442,Lagmut_call2
260,812,LM2,2020-04-28 05:51:58.533,Lagmut_call2
261,813,LM3,2020-04-28 05:52:03.545,Lagmut_2calls_2-2
262,814,LM3,2020-04-28 05:52:16.388,Lagmut_call1
263,815,LM3,2020-04-28 05:52:24.324,Lagmut_call4
264,816,LM2,2020-04-28 05:52:24.495,Lagmut_call1
265,817,LM3,2020-04-28 05:53:11.002,Lagmut_call2
266,818,LM2,2020-04-28 05:53:30.202,Lagmut_call3
267,819,LM2,2020-04-28 05:53:44.709,Lagmut_call2
268,820,LM2,2020-04-28 05:53:46.500,Lagmut_call2
269,821,LM2,2020-04-28 05:54:36.762,Lagmut_call2
270,822,LM2,2020-04-28 05:54:38.576,Lagmut_call2
271,823,LM2,2020-04-28 05:54:49.264,Lagmut_call1
272,824,LM2,2020-04-28 05:55:57.594,Lagmut_call1
273,987,LM3,2020-05-07 05:31:23.824,Lagmut_call2
274,988,LM2,2020-05-07 05:35:16.826,Lagmut_call2
275,991,LM3,2020-05-07 05:51:57.060,Lagmut_call3
276,992,LM2,2020-05-07 05:52:12.848,Lagmut_call2
277,993,LM2,2020-05-07 05:52:35.396,Lagmut_call1
278,994,LM2,2020-05-07 06:04:33.220,Lagmut_call4
279,995,LM3,2020-05-07 06:08:06.831,Lagmut_call3
280,996,LM3,2020-05-07 06:08:17.263,Lagmut_call2
281,997,LM3,2020-05-07 06:08:22.640,Lagmut_call3
282,1007,LM3,2020-05-07 06:11:41.060,Lagmut_call1
283,1008,LM2,2020-05-07 06:15:29.882,Lagmut_call2
284,1036,LM3,2020-05-08 05:20:59.898,Lagmut_call1
285,1037,LM3,2020-05-08 05:21:28.719,Lagmut_call2
286,1038,LM3,2020-05-08 05:21:40.645,Lagmut_call3
287,1039,LM3,2020-05-08 05:22:13.092,Lagmut_call1
288,1040,LM3,2020-05-08 05:22:26.149,Lagmut_call1
289,1041,LM3,2020-05-08 05:22:31.929,Lagmut_call1
290,1042,LM3,2020-05-08 05:22:40.314,Lagmut_call1
291,1043,LM3,2020-05-08 05:22:49.850,Lagmut_call3
292,1044,LM3,2020-05-08 05:22:56.634,Lagmut_call1
293,1045,LM3,2020-05-08 05:23:09.305,Lagmut_call1
294,1046,LM3,2020-05-08 05:23:23.728,Lagmut_call4
295,1047,LM3,2020-05-08 05:23:42.777,Lagmut_call4
296,1048,LM3,2020-05-08 05:23:49.604,Lagmut_call1
297,1049,LM3,2020-05-08 05:23:56.176,Lagmut_call1
298,1050,LM3,2020-05-08 05:24:11.002,Lagmut_call1
299,1051,LM3,2020-05-08 05:24:29.989,Lagmut_call1
300,1052,LM2,2020-05-08 05:24:32.015,Lagmut_call1
301,1053,LM3,2020-05-08 05:24:47.801,Lagmut_call1
302,1054,LM3,2020-05-08 05:24:56.420,Lagmut_call1
303,1055,LM3,2020-05-08 05:25:03.076,Lagmut_call1
304,1056,LM3,2020-05-08 05:26:32.250,Lagmut_call2
305,1057,LM3,2020-05-08 05:27:23.812,Lagmut_call1
306,1058,LM2,2020-05-08 05:28:12.816,Lagmut_call2
307,1059,LM3,2020-05-08 05:29:09.561,Lagmut_call2
308,1073,LM3,2020-05-09 05:08:30.873,Lagmut_call1
309,1074,LM2,2020-05-09 05:08:31.364,Lagmut_call1
310,1075,LM2,2020-05-09 05:11:56.527,Lagmut_call3
311,1081,LM2,2020-05-09 05:18:07.280,Lagmut_call1
312,1082,LM3,2020-05-09 05:20:59.567,Lagmut_call2
313,1084,LM3,2020-05-09 05:32:49.220,Lagmut_call3
314,1085,LM3,2020-05-09 05:34:22.192,Lagmut_call2
315,1086,LM2,2020-05-09 05:34:52.804,Lagmut_call2
316,1087,LM2,2020-05-09 05:35:46.009,Lagmut_call3
317,1088,LM2,2020-05-09 05:37:01.360,Lagmut_call1
318,1091,LM3,2020-05-09 06:00:42.862,Lagmut_call3
319,1092,LM3,2020-05-09 06:00:44.676,Lagmut_call3
320,1093,LM3,2020-05-09 06:00:49.796,Lagmut_call2
321,1094,LM3,2020-05-09 06:00:55.429,Lagmut_call2
322,1095,LM3,2020-05-09 06:00:57.241,Lagmut_call2
323,1096,LM2,2020-05-09 06:03:03.193,Lagmut_call2
324,1097,LM2,2020-05-09 06:03:05.306,Lagmut_call2
325,1132,LM3,2020-05-10 05:23:12.986,Lagmut_call3
326,1133,LM3,2020-05-10 05:23:19.620,Lagmut_call2
327,1134,LM2,2020-05-10 05:26:48.432,Lagmut_call2
328,1169,LM2,2020-05-12 05:11:20.047,Lagmut_call2
329,1170,LM3,2020-05-12 05:12:01.968,Lagmut_call1
330,1171,LM3,2020-05-12 05:12:15.535,Lagmut_call2
331,1172,LM3,2020-05-12 05:12:30.277,Lagmut_call1
332,1173,LM3,2020-05-12 05:15:42.576,Lagmut_call3
333,1174,LM1,2020-05-12 05:18:28.297,Lagmut_call2
334,1218,LM3,2020-05-15 05:00:43.353,Lagmut_call3
335,1219,LM2,2020-05-15 05:00:58.457,Lagmut_call3
336,1235,LM2,2020-05-15 08:51:23.268,Lagmut_call3
337,1236,LM3,2020-05-15 08:51:30.949,Lagmut_call2
338,1237,LM3,2020-05-15 08:53:20.580,Lagmut_call3
339,1238,LM3,2020-05-15 08:53:26.704,Lagmut_call2
340,1248,LM3,2020-05-16 04:54:35.706,Lagmut_call3
341,1249,LM2,2020-05-16 04:55:22.405,Lagmut_call3
